crime_id,district,police_station,crime_type,date,latitude,longitude,victim_age,offender_age,status,repeat_offender
CR001910,Kalaburagi,Kalaburagi PS 1,Drug Offence,2023-06-09,17.310904,76.847359,38,64,Charge Sheet Filed,0
CR001911,Mysuru,Mysuru PS 2,Vehicle Theft,2023-12-30,12.3078,76.612742,34,22,Charge Sheet Filed,0
CR001912,Mysuru,Mysuru PS 2,Robbery,2024-07-02,12.335164,76.662379,66,43,Closed,0
CR001913,Bengaluru Urban,Bengaluru PS 1,Theft,2024-11-25,12.930352,77.534559,48,25,Under Investigation,0
CR001914,Mysuru,Mysuru PS 5,Burglary,2025-05-16,12.313498,76.57374,55,48,Charge Sheet Filed,0
CR001915,Kalaburagi,Kalaburagi PS 2,Robbery,2024-11-28,17.269566,76.784799,64,40,Charge Sheet Filed,0
CR001916,Tumakuru,Tumakuru PS 5,Assault,2023-10-02,13.25166,77.109544,34,19,Charge Sheet Filed,0
CR001917,Mysuru,Mysuru PS 1,Robbery,2024-01-22,12.247501,76.598792,74,42,Closed,1
CR001918,Dharwad,Dharwad PS 4,Burglary,2023-12-25,15.388406,74.983831,53,30,Open,0
CR001919,Shivamogga,Shivamogga PS 3,Cybercrime,2024-08-23,13.987042,75.573771,43,31,Charge Sheet Filed,0
CR001920,Vijayapura,Vijayapura PS 4,Burglary,2023-10-09,16.851937,75.762355,26,32,Open,1
CR001921,Ballari,Ballari PS 4,Assault,2023-12-06,15.119092,76.874051,46,49,Closed,0
CR001922,Kalaburagi,Kalaburagi PS 5,Assault,2025-06-01,17.319874,76.880162,23,50,Closed,0
CR001923,Kalaburagi,Kalaburagi PS 5,Assault,2023-05-01,17.370018,76.802074,64,33,Closed,0
CR001924,Kalaburagi,Kalaburagi PS 5,Theft,2024-08-27,17.361609,76.844936,44,32,Closed,1
CR001925,Vijayapura,Vijayapura PS 3,Assault,2024-07-12,16.938825,75.70928,22,27,Charge Sheet Filed,0
CR001926,Tumakuru,Tumakuru PS 3,Assault,2024-04-22,13.260405,77.164251,71,51,Open,0
CR001927,Bengaluru Urban,Bengaluru PS 4,Burglary,2024-04-23,12.917653,77.570643,38,51,Closed,0
CR001928,Bengaluru Urban,Bengaluru PS 2,Fraud,2024-03-21,13.004354,77.611045,40,26,Charge Sheet Filed,0
CR001929,Mangaluru,Mangaluru PS 4,Theft,2023-07-21,12.968227,74.822993,46,63,Open,0
CR001930,Tumakuru,Tumakuru PS 4,Theft,2025-03-19,13.418077,77.041731,22,53,Open,0
CR001931,Vijayapura,Vijayapura PS 2,Burglary,2023-07-27,16.847536,75.693149,68,42,Open,0
CR001932,Tumakuru,Tumakuru PS 4,Robbery,2024-09-16,13.328816,77.118376,23,45,Closed,0
CR001933,Tumakuru,Tumakuru PS 2,Robbery,2024-12-03,13.424721,77.137302,19,55,Open,0
CR001934,Tumakuru,Tumakuru PS 5,Assault,2023-07-02,13.300662,77.178915,40,21,Closed,0
CR001935,Shivamogga,Shivamogga PS 2,Cybercrime,2023-05-27,14.040924,75.559357,61,41,Charge Sheet Filed,1
CR001936,Mangaluru,Mangaluru PS 1,Assault,2024-09-22,12.926154,74.972799,32,40,Charge Sheet Filed,0
CR001937,Bengaluru Urban,Bengaluru PS 3,Fraud,2024-04-09,12.964106,77.650215,63,58,Charge Sheet Filed,0
CR001938,Mysuru,Mysuru PS 5,Robbery,2024-11-27,12.225909,76.545878,67,20,Charge Sheet Filed,0
CR001939,Tumakuru,Tumakuru PS 1,Assault,2024-04-24,13.349385,77.125098,44,29,Under Investigation,0
CR001940,Shivamogga,Shivamogga PS 5,Theft,2024-04-09,13.902617,75.610714,27,35,Closed,0
CR001941,Vijayapura,Vijayapura PS 1,Vehicle Theft,2025-06-17,16.880199,75.785082,50,19,Closed,0
CR001942,Kalaburagi,Kalaburagi PS 4,Theft,2023-07-05,17.28412,76.883803,55,44,Under Investigation,0
CR001943,Bengaluru Urban,Bengaluru PS 2,Vehicle Theft,2024-08-13,13.026687,77.539331,36,20,Closed,0
CR001944,Mangaluru,Mangaluru PS 1,Burglary,2023-02-19,12.971897,74.826199,66,47,Open,0
CR001945,Mysuru,Mysuru PS 3,Assault,2024-03-03,12.335891,76.564637,20,55,Closed,0
CR001946,Shivamogga,Shivamogga PS 1,Drug Offence,2024-12-21,13.963967,75.460953,68,33,Open,0
CR001947,Mangaluru,Mangaluru PS 4,Vehicle Theft,2024-07-13,12.911402,74.848792,46,20,Under Investigation,0
CR001948,Ballari,Ballari PS 2,Drug Offence,2023-05-25,15.079063,76.93458,56,64,Under Investigation,1
CR001949,Tumakuru,Tumakuru PS 2,Vehicle Theft,2024-05-30,13.391101,77.138912,57,61,Closed,0
CR001950,Vijayapura,Vijayapura PS 2,Theft,2024-04-09,16.791349,75.71581,61,48,Under Investigation,0
CR001951,Mysuru,Mysuru PS 3,Assault,2023-12-14,12.374685,76.587915,29,57,Open,0
CR001952,Kalaburagi,Kalaburagi PS 1,Fraud,2025-02-14,17.347098,76.849804,73,25,Closed,0
CR001953,Tumakuru,Tumakuru PS 1,Assault,2024-07-27,13.401936,77.079332,48,62,Open,0
CR001954,Bengaluru Urban,Bengaluru PS 1,Fraud,2024-02-07,13.018581,77.605474,66,46,Charge Sheet Filed,0
CR001955,Bengaluru Urban,Bengaluru PS 3,Theft,2023-04-28,13.019946,77.558446,42,64,Open,0
CR001956,Bengaluru Urban,Bengaluru PS 4,Drug Offence,2024-12-14,12.939564,77.483313,67,60,Open,1
CR001957,Ballari,Ballari PS 3,Vehicle Theft,2025-04-29,15.143449,76.927044,70,45,Under Investigation,0
CR001958,Belagavi,Belagavi PS 4,Fraud,2024-08-04,15.862226,74.464545,26,37,Open,0
CR001959,Mangaluru,Mangaluru PS 4,Vehicle Theft,2024-07-29,12.964274,74.801913,63,63,Charge Sheet Filed,0
CR001960,Belagavi,Belagavi PS 1,Vehicle Theft,2023-09-22,15.786088,74.533351,19,33,Charge Sheet Filed,0
CR001961,Kalaburagi,Kalaburagi PS 5,Theft,2024-02-07,17.32411,76.868052,29,60,Open,0
CR001962,Kalaburagi,Kalaburagi PS 4,Vehicle Theft,2024-11-30,17.362267,76.803641,63,45,Under Investigation,0
CR001963,Belagavi,Belagavi PS 1,Robbery,2023-12-13,15.894227,74.542942,40,64,Charge Sheet Filed,1
CR001964,Belagavi,Belagavi PS 5,Burglary,2023-12-10,15.791397,74.617859,26,45,Under Investigation,0
CR001965,Mysuru,Mysuru PS 2,Theft,2024-03-29,12.379016,76.576302,30,40,Charge Sheet Filed,0
CR001966,Mysuru,Mysuru PS 4,Theft,2023-01-10,12.299371,76.628737,52,31,Open,0
CR001967,Tumakuru,Tumakuru PS 2,Cybercrime,2023-12-02,13.321574,77.065603,19,44,Under Investigation,0
CR001968,Belagavi,Belagavi PS 2,Cybercrime,2024-04-08,15.817786,74.538528,73,25,Charge Sheet Filed,0
CR001969,Tumakuru,Tumakuru PS 3,Robbery,2024-03-14,13.295769,77.147249,58,46,Under Investigation,1
CR001970,Belagavi,Belagavi PS 3,Vehicle Theft,2024-03-30,15.908136,74.485435,67,52,Open,1
CR001971,Dharwad,Dharwad PS 5,Cybercrime,2024-01-13,15.450301,74.960816,74,54,Closed,0
CR001972,Dharwad,Dharwad PS 4,Fraud,2024-12-23,15.484219,75.041334,45,21,Open,0
CR001973,Bengaluru Urban,Bengaluru PS 3,Robbery,2024-12-29,12.947493,77.619958,29,42,Closed,0
CR001974,Bengaluru Urban,Bengaluru PS 3,Burglary,2023-08-26,12.941011,77.522124,21,61,Open,0
CR001975,Ballari,Ballari PS 5,Theft,2024-05-29,15.218027,76.956585,42,37,Closed,0
CR001976,Mysuru,Mysuru PS 1,Burglary,2023-07-18,12.30315,76.611313,26,34,Open,1
CR001977,Ballari,Ballari PS 3,Drug Offence,2023-06-02,15.173316,76.900695,41,33,Closed,0
CR001978,Mangaluru,Mangaluru PS 5,Cybercrime,2023-03-08,12.899029,74.834514,52,55,Open,0
CR001979,Mysuru,Mysuru PS 4,Drug Offence,2024-08-04,12.329929,76.557168,65,41,Under Investigation,0
CR001980,Kalaburagi,Kalaburagi PS 1,Vehicle Theft,2024-03-18,17.307365,76.844627,65,35,Closed,0
CR001981,Mangaluru,Mangaluru PS 3,Fraud,2024-01-06,12.949817,74.85286,69,26,Closed,0
CR001982,Dharwad,Dharwad PS 4,Vehicle Theft,2024-06-12,15.424293,75.072309,51,60,Under Investigation,0
CR001983,Belagavi,Belagavi PS 1,Robbery,2024-03-16,15.906921,74.503747,24,64,Charge Sheet Filed,0
CR001984,Ballari,Ballari PS 4,Burglary,2024-01-29,15.145354,76.803466,32,54,Under Investigation,0
CR001985,Mysuru,Mysuru PS 5,Robbery,2023-03-03,12.304,76.573747,64,57,Closed,0
CR001986,Shivamogga,Shivamogga PS 1,Assault,2023-08-15,13.994104,75.559591,74,25,Closed,1
CR001987,Tumakuru,Tumakuru PS 3,Assault,2024-11-30,13.312704,77.08383,33,34,Under Investigation,1
CR001988,Bengaluru Urban,Bengaluru PS 4,Fraud,2024-12-10,12.99488,77.538348,63,22,Open,0
CR001989,Mangaluru,Mangaluru PS 2,Robbery,2023-12-12,12.929564,74.845364,41,40,Open,0
CR001990,Dharwad,Dharwad PS 5,Burglary,2024-04-08,15.402792,75.049261,42,44,Closed,0
CR001991,Tumakuru,Tumakuru PS 3,Drug Offence,2023-12-02,13.356896,77.095482,25,19,Closed,0
CR001992,Vijayapura,Vijayapura PS 3,Theft,2023-04-06,16.85717,75.644294,19,48,Under Investigation,0
CR001993,Shivamogga,Shivamogga PS 4,Vehicle Theft,2024-10-18,13.955509,75.484789,60,51,Closed,0
CR001994,Tumakuru,Tumakuru PS 3,Drug Offence,2025-04-23,13.29849,77.164329,33,21,Charge Sheet Filed,0
CR001995,Mangaluru,Mangaluru PS 2,Fraud,2025-05-29,12.901824,74.878682,65,31,Open,1
CR001996,Mangaluru,Mangaluru PS 4,Fraud,2024-08-21,12.903061,74.835725,71,41,Charge Sheet Filed,0
CR001997,Mangaluru,Mangaluru PS 5,Assault,2023-08-25,12.913811,74.912633,38,57,Closed,1
CR001998,Bengaluru Urban,Bengaluru PS 5,Robbery,2024-04-05,12.961776,77.520343,61,41,Open,0
CR001999,Belagavi,Belagavi PS 3,Burglary,2023-02-18,15.975752,74.565914,50,19,Under Investigation,0
CR002000,Ballari,Ballari PS 4,Burglary,2024-12-23,15.121992,76.887922,30,61,Under Investigation,0
CR002001,Vijayapura,Vijayapura PS 3,Burglary,2023-12-30,16.753919,75.737606,37,21,Under Investigation,1
CR002002,Mysuru,Mysuru PS 5,Burglary,2023-08-12,12.231544,76.581041,31,29,Under Investigation,0
CR002003,Vijayapura,Vijayapura PS 4,Drug Offence,2023-11-26,16.83036,75.683757,18,46,Under Investigation,0
CR002004,Mysuru,Mysuru PS 3,Robbery,2023-08-26,12.272738,76.589987,36,63,Charge Sheet Filed,1
CR002005,Shivamogga,Shivamogga PS 5,Vehicle Theft,2024-07-18,14.011508,75.521779,47,26,Closed,0
CR002006,Vijayapura,Vijayapura PS 2,Assault,2024-01-27,16.797877,75.680381,49,46,Open,0
CR002007,Kalaburagi,Kalaburagi PS 1,Assault,2023-10-16,17.327248,76.863607,70,53,Open,0
CR002008,Belagavi,Belagavi PS 5,Robbery,2024-01-11,15.875886,74.527977,41,54,Open,0
CR002009,Ballari,Ballari PS 5,Robbery,2023-01-29,15.119205,76.964187,44,62,Charge Sheet Filed,0
CR002010,Dharwad,Dharwad PS 2,Burglary,2024-08-01,15.438877,74.977797,35,58,Open,0
CR002011,Tumakuru,Tumakuru PS 2,Cybercrime,2023-01-28,13.257301,77.077365,30,52,Under Investigation,0
CR002012,Mysuru,Mysuru PS 2,Fraud,2023-06-15,12.274388,76.604117,45,20,Under Investigation,0
CR002013,Ballari,Ballari PS 2,Assault,2023-04-24,15.11082,77.005037,51,47,Open,0
CR002014,Shivamogga,Shivamogga PS 4,Robbery,2024-01-15,13.972929,75.486641,39,51,Charge Sheet Filed,0
CR002015,Mangaluru,Mangaluru PS 5,Assault,2024-06-18,12.902682,74.879153,54,39,Under Investigation,0
CR002016,Bengaluru Urban,Bengaluru PS 1,Vehicle Theft,2024-11-19,12.882529,77.625362,24,39,Open,0
CR002017,Belagavi,Belagavi PS 1,Robbery,2023-12-07,15.85347,74.522149,59,59,Charge Sheet Filed,0
CR002018,Bengaluru Urban,Bengaluru PS 3,Theft,2025-01-10,12.983514,77.682558,48,19,Closed,0
CR002019,Mangaluru,Mangaluru PS 2,Assault,2025-05-11,12.908013,74.83919,72,63,Open,0
CR002020,Tumakuru,Tumakuru PS 1,Fraud,2023-10-28,13.330036,77.056556,57,23,Open,0
CR002021,Mysuru,Mysuru PS 3,Cybercrime,2023-04-22,12.290172,76.692028,64,56,Charge Sheet Filed,0
CR002022,Bengaluru Urban,Bengaluru PS 2,Drug Offence,2025-05-17,12.989097,77.658786,45,56,Under Investigation,0
CR002023,Dharwad,Dharwad PS 5,Theft,2025-05-20,15.491443,75.01854,28,37,Closed,0
CR002024,Vijayapura,Vijayapura PS 1,Drug Offence,2023-07-29,16.861823,75.73388,68,38,Open,0
CR002025,Vijayapura,Vijayapura PS 2,Assault,2025-05-09,16.785084,75.693348,59,43,Under Investigation,0
CR002026,Tumakuru,Tumakuru PS 1,Burglary,2025-05-16,13.338011,77.106165,29,45,Closed,0
CR002027,Mysuru,Mysuru PS 2,Cybercrime,2023-06-21,12.331688,76.538141,73,55,Open,0
CR002028,Vijayapura,Vijayapura PS 4,Theft,2024-01-31,16.789269,75.669776,50,22,Charge Sheet Filed,0
CR002029,Shivamogga,Shivamogga PS 5,Burglary,2025-01-02,13.970656,75.644073,59,64,Closed,1
CR002030,Mangaluru,Mangaluru PS 3,Burglary,2025-01-01,12.887219,74.944978,44,37,Closed,1
CR002031,Ballari,Ballari PS 1,Theft,2023-01-29,15.099181,77.014642,63,49,Under Investigation,0
CR002032,Ballari,Ballari PS 3,Assault,2023-08-22,15.104418,76.863116,73,53,Open,0
CR002033,Dharwad,Dharwad PS 5,Vehicle Theft,2024-04-09,15.408499,74.969342,74,48,Under Investigation,1
CR002034,Dharwad,Dharwad PS 4,Drug Offence,2023-10-03,15.547993,75.02285,43,51,Closed,0
CR002035,Belagavi,Belagavi PS 1,Drug Offence,2023-09-26,15.717908,74.453231,56,27,Charge Sheet Filed,0
CR002036,Belagavi,Belagavi PS 5,Burglary,2024-02-05,15.813478,74.398045,32,25,Charge Sheet Filed,0
CR002037,Tumakuru,Tumakuru PS 1,Drug Offence,2024-06-06,13.43998,77.18821,35,29,Charge Sheet Filed,0
CR002038,Belagavi,Belagavi PS 5,Fraud,2024-08-21,15.864079,74.571737,21,49,Charge Sheet Filed,0
CR002039,Vijayapura,Vijayapura PS 3,Theft,2025-02-17,16.845535,75.709253,43,25,Charge Sheet Filed,0
CR002040,Shivamogga,Shivamogga PS 1,Fraud,2024-11-28,13.945476,75.629699,64,40,Charge Sheet Filed,0
CR002041,Vijayapura,Vijayapura PS 1,Theft,2023-01-12,16.743165,75.690046,26,54,Open,0
CR002042,Ballari,Ballari PS 2,Robbery,2024-07-29,15.125872,76.91698,31,54,Closed,0
CR002043,Dharwad,Dharwad PS 2,Cybercrime,2024-04-25,15.44673,75.013562,18,63,Closed,0
CR002044,Kalaburagi,Kalaburagi PS 2,Robbery,2023-11-24,17.380118,76.778218,58,58,Open,0
CR002045,Mangaluru,Mangaluru PS 3,Drug Offence,2024-01-27,12.971145,74.787807,21,55,Under Investigation,1
CR002046,Shivamogga,Shivamogga PS 5,Drug Offence,2025-04-17,13.866916,75.582802,41,39,Open,1
CR002047,Mysuru,Mysuru PS 2,Cybercrime,2023-01-26,12.246979,76.688167,23,26,Charge Sheet Filed,0
CR002048,Vijayapura,Vijayapura PS 4,Burglary,2023-05-13,16.838952,75.686592,54,57,Under Investigation,0
CR002049,Dharwad,Dharwad PS 1,Cybercrime,2025-02-03,15.503359,74.925162,39,38,Under Investigation,0
CR002050,Mysuru,Mysuru PS 1,Assault,2023-09-03,12.352156,76.598417,68,26,Closed,0
CR002051,Dharwad,Dharwad PS 1,Drug Offence,2024-09-06,15.369075,74.946556,70,57,Open,0
CR002052,Mangaluru,Mangaluru PS 2,Drug Offence,2025-01-05,12.923784,74.888114,55,55,Under Investigation,0
CR002053,Shivamogga,Shivamogga PS 3,Cybercrime,2024-04-06,13.859678,75.6136,61,52,Open,0
CR002054,Mangaluru,Mangaluru PS 2,Drug Offence,2025-03-15,12.946921,74.902705,23,51,Under Investigation,0
CR002055,Bengaluru Urban,Bengaluru PS 4,Burglary,2023-02-02,12.971892,77.639586,51,56,Closed,0
CR002056,Dharwad,Dharwad PS 1,Assault,2024-01-16,15.37729,75.043793,65,56,Closed,0
CR002057,Tumakuru,Tumakuru PS 4,Drug Offence,2023-03-03,13.343839,77.001892,47,38,Charge Sheet Filed,0
CR002058,Belagavi,Belagavi PS 1,Burglary,2025-06-01,15.819126,74.453373,25,19,Open,0
CR002059,Kalaburagi,Kalaburagi PS 3,Assault,2023-04-20,17.354732,76.745548,53,61,Open,0
CR002060,Mangaluru,Mangaluru PS 4,Drug Offence,2023-03-07,12.943826,74.752286,73,39,Closed,0
CR002061,Ballari,Ballari PS 4,Robbery,2024-07-27,15.138257,76.937791,62,27,Closed,0
CR002062,Bengaluru Urban,Bengaluru PS 5,Cybercrime,2023-11-28,12.990046,77.595183,37,59,Closed,0
CR002063,Mangaluru,Mangaluru PS 4,Theft,2023-01-30,12.896677,74.9057,63,60,Under Investigation,0
CR002064,Mysuru,Mysuru PS 3,Assault,2023-06-10,12.369809,76.664838,43,50,Under Investigation,0
CR002065,Shivamogga,Shivamogga PS 1,Cybercrime,2024-07-06,13.962327,75.570213,35,43,Open,0
CR002066,Shivamogga,Shivamogga PS 3,Drug Offence,2024-05-04,13.948861,75.651496,28,21,Closed,0
CR002067,Mangaluru,Mangaluru PS 2,Robbery,2024-11-23,12.851821,74.851423,71,47,Open,1
CR002068,Kalaburagi,Kalaburagi PS 2,Drug Offence,2024-08-20,17.26631,76.782295,64,48,Closed,0
CR002069,Mysuru,Mysuru PS 1,Fraud,2023-10-08,12.352484,76.573158,43,28,Open,0
CR002070,Shivamogga,Shivamogga PS 1,Robbery,2023-01-27,13.904352,75.639515,32,48,Closed,0
CR002071,Bengaluru Urban,Bengaluru PS 4,Burglary,2023-05-30,13.070769,77.606176,20,50,Closed,0
CR002072,Bengaluru Urban,Bengaluru PS 4,Theft,2023-01-09,12.999043,77.617692,62,45,Open,0
CR002073,Vijayapura,Vijayapura PS 2,Fraud,2023-04-13,16.80713,75.699797,27,27,Under Investigation,0
CR002074,Ballari,Ballari PS 4,Vehicle Theft,2024-02-03,15.152591,76.933454,29,36,Charge Sheet Filed,1
CR002075,Bengaluru Urban,Bengaluru PS 2,Robbery,2023-09-28,13.062569,77.595499,60,27,Open,0
CR002076,Ballari,Ballari PS 2,Assault,2024-06-25,15.125302,76.926766,20,57,Open,0
CR002077,Kalaburagi,Kalaburagi PS 3,Drug Offence,2025-05-18,17.368203,76.961777,65,63,Charge Sheet Filed,0
CR002078,Kalaburagi,Kalaburagi PS 2,Drug Offence,2024-01-25,17.306569,76.857059,20,64,Under Investigation,1
CR002079,Belagavi,Belagavi PS 3,Assault,2023-12-15,15.815898,74.520664,29,40,Open,0
CR002080,Vijayapura,Vijayapura PS 1,Drug Offence,2024-08-29,16.858363,75.715007,20,38,Open,0
CR002081,Vijayapura,Vijayapura PS 2,Robbery,2023-03-16,16.821044,75.780088,70,62,Charge Sheet Filed,0
CR002082,Dharwad,Dharwad PS 3,Burglary,2025-04-12,15.441835,74.995115,50,53,Under Investigation,0
CR002083,Belagavi,Belagavi PS 1,Burglary,2023-01-13,15.875205,74.469071,60,21,Closed,0
CR002084,Mangaluru,Mangaluru PS 4,Drug Offence,2023-01-14,12.949194,74.922926,73,52,Under Investigation,1
CR002085,Belagavi,Belagavi PS 2,Fraud,2023-10-27,15.84836,74.520527,32,56,Charge Sheet Filed,0
CR002086,Kalaburagi,Kalaburagi PS 2,Theft,2025-01-29,17.432275,76.865548,49,59,Open,0
CR002087,Mysuru,Mysuru PS 1,Fraud,2023-08-28,12.321853,76.651514,32,59,Charge Sheet Filed,0
CR002088,Mangaluru,Mangaluru PS 2,Cybercrime,2024-01-30,12.854499,74.84755,67,41,Closed,0
CR002089,Belagavi,Belagavi PS 2,Vehicle Theft,2024-02-20,15.826159,74.469319,42,51,Closed,0
CR002090,Tumakuru,Tumakuru PS 1,Fraud,2024-09-26,13.379137,77.074193,56,27,Open,1
CR002091,Bengaluru Urban,Bengaluru PS 2,Cybercrime,2023-07-25,12.946187,77.557211,23,48,Open,0
CR002092,Dharwad,Dharwad PS 5,Cybercrime,2023-06-18,15.579419,75.03237,73,52,Open,0
CR002093,Tumakuru,Tumakuru PS 5,Burglary,2024-02-21,13.418819,77.067039,49,39,Closed,0
CR002094,Vijayapura,Vijayapura PS 3,Theft,2023-01-17,16.80065,75.682663,27,56,Charge Sheet Filed,0
CR002095,Bengaluru Urban,Bengaluru PS 1,Theft,2025-03-22,12.976281,77.565415,33,62,Charge Sheet Filed,0
CR002096,Vijayapura,Vijayapura PS 3,Assault,2024-02-13,16.893742,75.726381,68,20,Charge Sheet Filed,0
CR002097,Mangaluru,Mangaluru PS 1,Theft,2024-01-11,12.937463,74.937765,36,61,Open,0
CR002098,Vijayapura,Vijayapura PS 3,Vehicle Theft,2025-03-14,16.807601,75.728268,21,64,Closed,0
CR002099,Kalaburagi,Kalaburagi PS 4,Vehicle Theft,2024-10-23,17.280315,76.633344,74,61,Charge Sheet Filed,0
CR002100,Shivamogga,Shivamogga PS 5,Drug Offence,2023-02-24,13.935147,75.601332,57,44,Open,1
CR002101,Vijayapura,Vijayapura PS 2,Theft,2025-06-18,16.882041,75.56789,60,20,Under Investigation,1
CR002102,Belagavi,Belagavi PS 3,Drug Offence,2023-02-03,15.889307,74.510311,40,32,Under Investigation,0
CR002103,Bengaluru Urban,Bengaluru PS 2,Fraud,2023-03-22,13.004004,77.665095,49,40,Under Investigation,1
CR002104,Mysuru,Mysuru PS 1,Assault,2023-06-20,12.286187,76.601365,28,60,Charge Sheet Filed,0
CR002105,Bengaluru Urban,Bengaluru PS 2,Burglary,2024-05-10,12.954554,77.570559,52,25,Closed,0
CR002106,Tumakuru,Tumakuru PS 2,Robbery,2023-08-02,13.290118,77.049884,42,53,Charge Sheet Filed,0
CR002107,Shivamogga,Shivamogga PS 1,Fraud,2023-01-19,13.933669,75.58495,57,63,Open,0
CR002108,Mysuru,Mysuru PS 4,Fraud,2023-12-21,12.291733,76.678286,21,23,Closed,0
CR002109,Mangaluru,Mangaluru PS 4,Burglary,2024-10-24,12.981394,74.886923,48,46,Open,1
CR002110,Tumakuru,Tumakuru PS 4,Burglary,2023-09-25,13.463543,77.152918,46,61,Open,0
CR002111,Mangaluru,Mangaluru PS 1,Vehicle Theft,2023-02-21,13.068929,74.857428,32,32,Under Investigation,0
CR002112,Kalaburagi,Kalaburagi PS 3,Vehicle Theft,2024-07-12,17.299137,76.871509,68,60,Under Investigation,0
CR002113,Kalaburagi,Kalaburagi PS 5,Burglary,2024-10-17,17.353045,76.798264,64,49,Under Investigation,1
CR002114,Shivamogga,Shivamogga PS 1,Fraud,2025-03-17,13.890403,75.624904,30,59,Open,0
CR002115,Belagavi,Belagavi PS 2,Cybercrime,2023-07-15,15.823908,74.51098,45,51,Closed,0
CR002116,Belagavi,Belagavi PS 2,Drug Offence,2023-06-29,15.84487,74.520168,20,40,Open,0
CR002117,Mysuru,Mysuru PS 4,Fraud,2023-10-29,12.239118,76.656465,71,52,Open,1
CR002118,Dharwad,Dharwad PS 4,Drug Offence,2024-03-20,15.414242,75.002178,47,46,Closed,0
CR002119,Kalaburagi,Kalaburagi PS 4,Burglary,2023-04-28,17.422456,76.853211,34,53,Charge Sheet Filed,0
CR002120,Tumakuru,Tumakuru PS 5,Assault,2024-10-29,13.289775,77.076253,25,23,Closed,0
CR002121,Vijayapura,Vijayapura PS 5,Vehicle Theft,2024-10-10,16.775372,75.796693,71,61,Charge Sheet Filed,0
CR002122,Bengaluru Urban,Bengaluru PS 5,Assault,2023-09-09,12.986845,77.600861,61,38,Charge Sheet Filed,0
CR002123,Vijayapura,Vijayapura PS 4,Robbery,2024-10-05,16.817039,75.734581,49,60,Closed,1
CR002124,Tumakuru,Tumakuru PS 1,Cybercrime,2025-04-02,13.395754,77.057698,70,61,Charge Sheet Filed,1
CR002125,Kalaburagi,Kalaburagi PS 5,Drug Offence,2024-03-31,17.275617,76.759187,52,18,Open,0
CR002126,Bengaluru Urban,Bengaluru PS 1,Burglary,2024-12-29,12.949709,77.507198,55,54,Charge Sheet Filed,1
CR002127,Mysuru,Mysuru PS 1,Drug Offence,2023-12-13,12.258397,76.644387,56,61,Closed,1
CR002128,Mysuru,Mysuru PS 3,Cybercrime,2025-05-01,12.275252,76.65795,32,33,Open,0
CR002129,Kalaburagi,Kalaburagi PS 3,Assault,2024-05-05,17.288961,76.880401,19,40,Under Investigation,1
CR002130,Kalaburagi,Kalaburagi PS 4,Burglary,2024-03-28,17.351797,76.852941,48,39,Open,0
CR002131,Ballari,Ballari PS 2,Theft,2024-08-21,15.10036,76.896986,64,62,Under Investigation,1
CR002132,Bengaluru Urban,Bengaluru PS 5,Vehicle Theft,2025-01-08,12.99436,77.603081,49,49,Under Investigation,0
CR002133,Mysuru,Mysuru PS 5,Drug Offence,2023-05-19,12.321383,76.690475,59,40,Closed,0
CR002134,Bengaluru Urban,Bengaluru PS 2,Burglary,2023-08-24,12.939793,77.569263,55,19,Closed,0
CR002135,Dharwad,Dharwad PS 2,Drug Offence,2024-09-27,15.400214,74.982579,19,38,Under Investigation,0
CR002136,Kalaburagi,Kalaburagi PS 4,Fraud,2023-04-08,17.359253,76.90143,32,49,Under Investigation,0
CR002137,Shivamogga,Shivamogga PS 2,Robbery,2025-01-09,13.940772,75.571407,32,32,Open,1
CR002138,Belagavi,Belagavi PS 3,Vehicle Theft,2023-01-30,15.885556,74.582212,52,62,Under Investigation,1
CR002139,Ballari,Ballari PS 4,Fraud,2024-03-03,15.130264,77.005284,38,20,Charge Sheet Filed,0
CR002140,Mysuru,Mysuru PS 5,Cybercrime,2025-02-02,12.233276,76.675871,72,31,Closed,0
CR002141,Vijayapura,Vijayapura PS 4,Drug Offence,2024-09-27,16.777623,75.661112,51,64,Open,0
CR002142,Bengaluru Urban,Bengaluru PS 3,Assault,2023-04-24,12.992872,77.643218,27,40,Charge Sheet Filed,0
CR002143,Kalaburagi,Kalaburagi PS 3,Burglary,2023-09-19,17.323342,76.883125,56,29,Charge Sheet Filed,0
CR002144,Vijayapura,Vijayapura PS 5,Burglary,2023-06-18,16.875881,75.681099,31,20,Open,0
